Loharano,Faritra,Daty,MRC Rt,Tily Genexpert,Tily ara-potoana,Tilytot tvm,Tilyvoatomb,Tily,Voa,Voatomb,Voavao tvm,Tsyvoa,Tsyvoatomb,Tilym,Voareh ilain,Voareh tomb,Voareh tvm,Sitranreh ilain,Sitranvao tvm,Sitranreh tvm,,Fahasarotana,Nodimandry vao,Nodimandry reh,Tahatsv,Tahasitr,MRC Rt,
,Vatovavy,2021-4-16,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
,Madagasikara,2021-4-17,,,,166522,1696,1696,,588,588,,1108,,,32205,32205,,327,25804,,351,4,542,0.6533,0.8012,,
,Antananarivo,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Renivohitra,2021-4-17,,,,,,,,294,294,,-294,,,,,,,,,,,,,,,
,Atsimondrano,2021-4-17,,,,,,,,68,68,,-68,,,,,,,,,,,,,,,
,Avaradrano,2021-4-17,,,,,,,,42,42,,-42,,,,,,,,,,,,,,,
,Ambohidratrimo,2021-4-17,,,,,,,,44,44,,-44,,,,,,,,,,,,,,,
,Anjozorobe,2021-4-17,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Moramanga,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-4-17,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-4-17,,,,,,,,9,9,,-9,,,,,,2,,,,,,,,,
,Mania,2021-4-17,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Analamanga,2021-4-17,,,,,,,,449,449,,-449,,,,,,203,,,,3,,,,,
,Analanjirofo,2021-4-17,,,,,,,,9,9,,-9,,,,,,6,,,,,,,,,
,Androy,2021-4-17,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Anosy,2021-4-17,,,,,,,,16,16,,-16,,,,,,11,,,,,,,,,
,Atsimoandrefana,2021-4-17,,,,,,,,30,30,,-30,,,,,,1,,,,1,,,,,
,AtsimoAtsinanana,2021-4-17,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-4-17,,,,,,,,22,22,,-22,,,,,,39,,,,,,,,,
,Betsiboka,2021-4-17,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-4-17,,,,,,,,2,2,,-2,,,,,,3,,,,,,,,,
,Bongolava,2021-4-17,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-4-17,,,,,,,,19,19,,-19,,,,,,9,,,,,,,,,
,Matsiatra,2021-4-17,,,,,,,,12,12,,-12,,,,,,1,,,,,,,,,
,Ihorombe,2021-4-17,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Itasy,2021-4-17,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Melaky,2021-4-17,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-4-17,,,,,,,,8,8,,-8,,,,,,,,,,,,,,,
,tsyvoalaza,2021-4-17,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-4-17,,,,,,,,7,7,,-7,,,,,,28,,,,,,,,,
,Sofia,2021-4-17,,,,,,,,0,0,,0,,,,,,7,,,,,,,,,
,Vakinakaratra,2021-4-17,,,,,,,,0,0,,0,,,,,,15,,,,,,,,,
,Vatovavy,2021-4-17,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
,Madagasikara,2021-4-18,,,,168260,1738,1738,,593,593,,1145,,,32798,32798,,219,26023,,308,10,552,0.6588,0.7934,,
,Antananarivo,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Renivohitra,2021-4-18,,,,,,,,268,268,,-268,,,,,,,,,,,,,,,
,Atsimondrano,2021-4-18,,,,,,,,66,66,,-66,,,,,,,,,,,,,,,
,Avaradrano,2021-4-18,,,,,,,,26,26,,-26,,,,,,,,,,,,,,,
,Ambohidratrimo,2021-4-18,,,,,,,,34,34,,-34,,,,,,,,,,,,,,,
,Manjakandriana,2021-4-18,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Anjozorobe,2021-4-18,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Moramanga,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-4-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-4-18,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Mania,2021-4-18,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-4-18,,,,,,,,396,396,,-396,,,,,,131,,,,6,,,,,
,Analanjirofo,2021-4-18,,,,,,,,3,3,,-3,,,,,,9,,,,,,,,,
,Androy,2021-4-18,,,,,,,,6,6,,-6,,,,,,,,,,,,,,,
,Anosy,2021-4-18,,,,,,,,13,13,,-13,,,,,,2,,,,,,,,,
,Atsimoandrefana,2021-4-18,,,,,,,,13,13,,-13,,,,,,7,,,,1,,,,,
,AtsimoAtsinanana,2021-4-18,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Atsinanana,2021-4-18,,,,,,,,13,13,,-13,,,,,,5,,,,1,,,,,
,Betsiboka,2021-4-18,,,,,,,,7,7,,-7,,,,,,,,,,,,,,,
,Boeny,2021-4-18,,,,,,,,3,3,,-3,,,,,,14,,,,,,,,,
,Bongolava,2021-4-18,,,,,,,,14,14,,-14,,,,,,6,,,,,,,,,
,Diana,2021-4-18,,,,,,,,20,20,,-20,,,,,,,,,,,,,,,
,Matsiatra,2021-4-18,,,,,,,,12,12,,-12,,,,,,1,,,,,,,,,
,Ihorombe,2021-4-18,,,,,,,,1,1,,-1,,,,,,2,,,,1,,,,,
,Itasy,2021-4-18,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Melaky,2021-4-18,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-4-18,,,,,,,,10,10,,-10,,,,,,18,,,,,,,,,
,tsyvoalaza,2021-4-18,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-4-18,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sofia,2021-4-18,,,,,,,,35,35,,-35,,,,,,,,,,,,,,,
,Vakinakaratra,2021-4-18,,,,,,,,43,43,,-43,,,,,,,,,,1,,,,,
,Vatovavy,2021-4-18,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Madagasikara,2021-4-19,,,,169863,1603,1603,,404,404,,1199,,,33202,33202,,274,26297,,274,11,563,0.7480,0.7920,,
,Antananarivo,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Renivohitra,2021-4-19,,,,,,,,191,191,,-191,,,,,,,,,,,,,,,
,Atsimondrano,2021-4-19,,,,,,,,65,65,,-65,,,,,,,,,,,,,,,
,Avaradrano,2021-4-19,,,,,,,,29,29,,-29,,,,,,,,,,,,,,,
,Ambohidratrimo,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manjakandriana,2021-4-19,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Anjozorobe,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-4-19,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-4-19,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Mania,2021-4-19,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-4-19,,,,,,,,329,329,,-329,,,,,,203,,,,4,,,,,
,Analanjirofo,2021-4-19,,,,,,,,3,3,,-3,,,,,,9,,,,,,,,,
,Androy,2021-4-19,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
,Anosy,2021-4-19,,,,,,,,0,0,,0,,,,,,,,,,1,,,,,
,Atsimoandrefana,2021-4-19,,,,,,,,4,4,,-4,,,,,,26,,,,,,,,,
,AtsimoAtsinanana,2021-4-19,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Atsinanana,2021-4-19,,,,,,,,19,19,,-19,,,,,,13,,,,,,,,,
,Betsiboka,2021-4-19,,,,,,,,0,0,,0,,,,,,4,,,,,,,,,
,Boeny,2021-4-19,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Bongolava,2021-4-19,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-4-19,,,,,,,,7,7,,-7,,,,,,13,,,,3,,,,,
,Matsiatra,2021-4-19,,,,,,,,14,14,,-14,,,,,,,,,,,,,,,
,Ihorombe,2021-4-19,,,,,,,,0,0,,0,,,,,,,,,,1,,,,,
,Itasy,2021-4-19,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Melaky,2021-4-19,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-4-19,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,tsyvoalaza,2021-4-19,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-4-19,,,,,,,,13,13,,-13,,,,,,2,,,,,,,,,
,Sofia,2021-4-19,,,,,,,,0,0,,0,,,,,,6,,,,,,,,,
,Vakinakaratra,2021-4-19,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Vatovavy,2021-4-19,,,,,,,,8,8,,-8,,,,,,,,,,,,,,,
,Madagasikara,2021-4-20,,,,170976,1113,1113,,390,390,,723,,,33592,33592,,319,26616,,348,6,569,0.6496,0.7923,,
,Antananarivo,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Renivohitra,2021-4-20,,,,,,,,186,186,,-186,,,,,,,,,,,,,,,
,Atsimondrano,2021-4-20,,,,,,,,52,52,,-52,,,,,,,,,,,,,,,
,Avaradrano,2021-4-20,,,,,,,,23,23,,-23,,,,,,,,,,,,,,,
,Ambohidratrimo,2021-4-20,,,,,,,,40,40,,-40,,,,,,,,,,,,,,,
,Manjakandriana,2021-4-20,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Anjozorobe,2021-4-20,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Moramanga,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-4-20,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-4-20,,,,,,,,1,1,,-1,,,,,,5,,,,,,,,,
,Mania,2021-4-20,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-4-20,,,,,,,,305,305,,-305,,,,,,220,,,,3,,,,,
,Analanjirofo,2021-4-20,,,,,,,,14,14,,-14,,,,,,8,,,,,,,,,
,Androy,2021-4-20,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Anosy,2021-4-20,,,,,,,,12,12,,-12,,,,,,8,,,,2,,,,,
,Atsimoandrefana,2021-4-20,,,,,,,,18,18,,-18,,,,,,6,,,,1,,,,,
,AtsimoAtsinanana,2021-4-20,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Atsinanana,2021-4-20,,,,,,,,1,1,,-1,,,,,,8,,,,,,,,,
,Betsiboka,2021-4-20,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-4-20,,,,,,,,0,0,,0,,,,,,2,,,,,,,,,
,Bongolava,2021-4-20,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Diana,2021-4-20,,,,,,,,2,2,,-2,,,,,,16,,,,,,,,,
,Matsiatra,2021-4-20,,,,,,,,11,11,,-11,,,,,,,,,,,,,,,
,Ihorombe,2021-4-20,,,,,,,,1,1,,-1,,,,,,4,,,,,,,,,
,Itasy,2021-4-20,,,,,,,,2,2,,-2,,,,,,4,,,,,,,,,
,Melaky,2021-4-20,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Menabe,2021-4-20,,,,,,,,11,11,,-11,,,,,,,,,,,,,,,
,tsyvoalaza,2021-4-20,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-4-20,,,,,,,,9,9,,-9,,,,,,21,,,,,,,,,
,Sofia,2021-4-20,,,,,,,,2,2,,-2,,,,,,4,,,,,,,,,
,Vakinakaratra,2021-4-20,,,,,,,,0,0,,0,,,,,,12,,,,,,,,,
,Vatovavy,2021-4-20,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Madagasikara,2021-4-21,,,,172240,1264,1264,,477,477,,787,,,34069,34069,,542,27158,,336,10,579,0.6226,0.7971,,
,Antananarivo,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-4-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-4-21,,,,,,,,29,29,,-29,,,,,,22,,,,,,,,,
,Mania,2021-4-21,,,,,,,,2,2,,-2,,,,,,,,,,,,,,,
,Analamanga,2021-4-21,,,,,,,,335,335,,-335,,,,,,430,,,,5,,,,,
,Analanjirofo,2021-4-21,,,,,,,,0,0,,0,,,,,,6,,,,,,,,,
,Androy,2021-4-21,,,,,,,,0,0,,0,,,,,,6,,,,,,,,,
,Anosy,2021-4-21,,,,,,,,3,3,,-3,,,,,,8,,,,2,,,,,
,Atsimoandrefana,2021-4-21,,,,,,,,14,14,,-14,,,,,,,,,,,,,,,
,AtsimoAtsinanana,2021-4-21,,,,,,,,8,8,,-8,,,,,,3,,,,,,,,,
,Atsinanana,2021-4-21,,,,,,,,2,2,,-2,,,,,,4,,,,,,,,,
,Betsiboka,2021-4-21,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Boeny,2021-4-21,,,,,,,,0,0,,0,,,,,,3,,,,,,,,,
,Bongolava,2021-4-21,,,,,,,,34,34,,-34,,,,,,8,,,,2,,,,,
,Diana,2021-4-21,,,,,,,,9,9,,-9,,,,,,24,,,,1,,,,,
,Matsiatra,2021-4-21,,,,,,,,0,0,,0,,,,,,2,,,,,,,,,
,Ihorombe,2021-4-21,,,,,,,,7,7,,-7,,,,,,2,,,,,,,,,
,Itasy,2021-4-21,,,,,,,,12,12,,-12,,,,,,,,,,,,,,,
,Melaky,2021-4-21,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Menabe,2021-4-21,,,,,,,,3,3,,-3,,,,,,,,,,,,,,,
,tsyvoalaza,2021-4-21,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-4-21,,,,,,,,0,0,,0,,,,,,11,,,,,,,,,
,Sofia,2021-4-21,,,,,,,,19,19,,-19,,,,,,7,,,,,,,,,
,Vakinakaratra,2021-4-21,,,,,,,,0,0,,0,,,,,,5,,,,1,,,,,
,Vatovavy,2021-4-21,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Madagasikara,2021-4-22,,,,174137,1897,1897,,706,706,,1191,,,34775,34775,,494,27652,,397,9,588,0.6278,0.7952,,
,Antananarivo,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Arivonimamo,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toamasina,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Fianarantsoa,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Manakara,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambositra,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Morondava,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miandrivazo,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Toliara,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Mahajanga,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Maevatanana,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Sambava,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsohihy,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Bealanana,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Antsiranana,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambanja,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amboasary,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Taolagnaro,2021-4-22,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Alaotra,2021-4-22,,,,,,,,14,14,,-14,,,,,,7,,,,,,,,,
,Mania,2021-4-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Analamanga,2021-4-22,,,,,,,,553,553,,-553,,,,,,376,,,,3,,,,,
,Analanjirofo,2021-4-22,,,,,,,,19,19,,-19,,,,,,29,,,,,,,,,
,Androy,2021-4-22,,,,,,,,7,7,,-7,,,,,,1,,,,,,,,,
,Anosy,2021-4-22,,,,,,,,10,10,,-10,,,,,,12,,,,,,,,,
,Atsimoandrefana,2021-4-22,,,,,,,,11,11,,-11,,,,,,9,,,,,,,,,
,AtsimoAtsinanana,2021-4-22,,,,,,,,0,0,,0,,,,,,3,,,,,,,,,
,Atsinanana,2021-4-22,,,,,,,,14,14,,-14,,,,,,3,,,,4,,,,,
,Betsiboka,2021-4-22,,,,,,,,8,8,,-8,,,,,,4,,,,,,,,,
,Boeny,2021-4-22,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Bongolava,2021-4-22,,,,,,,,0,0,,0,,,,,,12,,,,,,,,,
,Diana,2021-4-22,,,,,,,,6,6,,-6,,,,,,8,,,,,,,,,
,Matsiatra,2021-4-22,,,,,,,,5,5,,-5,,,,,,7,,,,,,,,,
,Ihorombe,2021-4-22,,,,,,,,6,6,,-6,,,,,,4,,,,1,,,,,
,Itasy,2021-4-22,,,,,,,,1,1,,-1,,,,,,,,,,,,,,,
,Melaky,2021-4-22,,,,,,,,0,0,,0,,,,,,1,,,,,,,,,
,Menabe,2021-4-22,,,,,,,,1,1,,-1,,,,,,7,,,,,,,,,
,tsyvoalaza,2021-4-22,,,,,,,,0,0,,0,,,,,,,,,,,,,,,
,Sava,2021-4-22,,,,,,,,3,3,,-3,,,,,,10,,,,,,,,,
,Sofia,2021-4-22,,,,,,,,27,27,,-27,,,,,,,,,,,,,,,
,Vakinakaratra,2021-4-22,,,,,,,,0,0,,0,,,,,,,,,,1,,,,,
,Vatovavy,2021-4-22,,,,,,,,21,21,,-21,,,,,,,,,,,,,,,
,Madagasikara,2021-4-23,,,,175418,1281,1281,,487,487,,794,,,35262,35262,,486,28138,,406,5,593,0.6198,0.7980,,
,Antananarivo,2021-4-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Moramanga,2021-4-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Ambatondrazaka,2021-4-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Amparafaravola,2021-4-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Soavinandriana,2021-4-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
,Miarinarivo,2021-4-23,,,,,,,,,,,0,,,,,,,,,,,,,,,
